order_id,order_date,region,category,product,customer,quantity,unit_price,sales,cost,profit,profit_margin
ORD-00042,2026-04-08,Faisalabad,Home Appliances,Vacuum Cleaner,Metro Enterprises,1,31314.92,31314.92,25640.12,5674.799999999999,18.121713228071474
ORD-00454,2026-01-16,Lahore,Furniture,Office Chair,Prime Industries,2,40287.72,80575.44,56444.28,24131.160000000003,29.948530222112353
ORD-00231,2026-01-03,Karachi,Clothing,Jacket,Indus Solutions,5,17757.9,88789.5,55030.25,33759.25,38.021669228906575
ORD-00332,2026-03-21,Lahore,Electronics,Wireless Earbuds,Pak Mart,5,13919.72,69598.6,44754.5,24844.100000000006,35.69626400531046
ORD-00085,2026-01-31,Lahore,Home Appliances,Electric Kettle,Unity Traders,2,8158.8,16317.6,11410.4,4907.200000000001,30.073049958327207
ORD-00584,2026-06-19,Faisalabad,Furniture,Study Desk,Green Ltd,5,51590.16,257950.8,179234.4,78716.4,30.51605189826897
ORD-00301,2026-05-14,Rawalpindi,Electronics,Laptop,Indus Industries,2,175621.83,351243.66,301749.62,49494.03999999998,14.091084234801556
ORD-00107,2026-05-17,Lahore,Electronics,Wireless Earbuds,Prime Solutions,1,14577.32,14577.32,9178.07,5399.25,37.03870121531255
ORD-00395,2026-02-01,Karachi,Furniture,Bookshelf,Unknown,6,23574.88,141449.28,104133.12,37316.16,26.381300774383583
ORD-00137,2026-03-16,Unknown,Furniture,Filing Cabinet,Indus Solutions,2,33275.82,66551.64,47218.82,19332.82,29.04935175151206
ORD-00407,2026-03-23,Karachi,Home Appliances,Vacuum Cleaner,Pak Traders,6,34792.0,208752.0,146926.86,61825.140000000014,29.616549781558987
ORD-00363,2026-06-24,Multan,Office Supplies,Printer Paper Box,Jinnah Enterprises,3,4178.51,12535.53,9445.59,3089.9400000000005,24.649456385170794
ORD-00546,2026-06-19,Multan,Furniture,Study Desk,Alpha Solutions,3,47942.74,143828.22,101486.1,42342.119999999995,29.43936871359459
ORD-00349,2026-01-21,Karachi,Electronics,Laptop,Vertex Co,3,190831.82,572495.46,439682.25,132813.20999999996,23.198997944891993
ORD-00150,2026-01-24,Faisalabad,Office Supplies,Desk Organizer,Green Traders,6,3055.2,18331.2,11844.3,6486.9000000000015,35.387208693375236
